1648708431 1 0 0 0 0 0 0 0
1648708471 2 0 0 0 0 0 0 0
1648710256 3 0 0 0 0 0 0 0
1648711435 4 0 0 0 0 0 0 0
1648712297 5 0 0 0 0 0 0 0
1648807038 6 0 0 0 0 0 0 0
1648807057 7 0 0 0 0 0 0 0
1648814721 8 0 0 0 0 0 0 0
1648861932 8 1 0 0 0 0 0 0
1648893054 8 2 0 0 0 0 0 0
1649235124 8 3 0 0 0 0 0 0
1649664079 9 3 0 0 0 0 0 0
1649664083 10 3 0 0 0 0 0 0
1649664600 10 3 0 0 0 0 0 1
1649664631 10 3 0 0 0 0 0 2
1649839065 10 4 0 0 0 0 0 2
1649839162 10 5 0 0 0 0 0 2
1649843735 11 5 0 0 0 0 0 2
1649843806 12 5 0 0 0 0 0 2
1649844073 13 5 0 0 0 0 0 2
1649845873 14 5 0 0 0 0 0 2
1649845906 15 5 0 0 0 0 0 2
1649902947 16 5 0 0 0 0 0 2
1649902984 17 5 0 0 0 0 0 2
1649904233 17 6 0 0 0 0 0 2
1649904706 17 7 0 0 0 0 0 2
1649906358 17 8 0 0 0 0 0 2
1649906442 17 9 0 0 0 0 0 2
1649920000 17 10 0 0 0 0 0 2
1650004588 17 11 0 0 0 0 0 2
1650272131 18 11 0 0 0 0 0 2
1650272963 18 12 0 0 0 0 0 2
1650273091 19 12 0 0 0 0 0 2
1650273125 19 13 0 0 0 0 0 2
1650273140 19 14 0 0 0 0 0 2
1650273337 19 15 0 0 0 0 0 2
1650347598 19 16 0 0 0 0 0 2
1650354002 20 16 0 0 0 0 0 2
1650354006 21 16 0 0 0 0 0 2
1650356594 21 17 0 0 0 0 0 2
1650962119 21 17 0 0 0 0 1 2
1651045970 21 17 1 0 0 0 1 2
1651046671 21 17 2 0 0 0 1 2
1651047556 21 17 3 0 0 0 1 2
1651108787 21 17 3 0 0 0 2 2
1651822988 22 17 3 0 0 0 2 2
1651822992 23 17 3 0 0 0 2 2
1651909380 24 17 3 0 0 0 2 2
1651917656 24 18 3 0 0 0 2 2
1651971740 24 19 3 0 0 0 2 2
1651975413 24 20 3 0 0 0 2 2
1651991000 24 21 3 0 0 0 2 2
1651991189 25 21 3 0 0 0 2 2
1651991197 26 21 3 0 0 0 2 2
1652002613 26 22 3 0 0 0 2 2
1652002705 26 23 3 0 0 0 2 2
1653376957 26 24 3 0 0 0 2 2
1653377835 26 25 3 0 0 0 2 2
1653461585 26 26 3 0 0 0 2 2
1653891954 27 26 3 0 0 0 2 2
1653891958 28 26 3 0 0 0 2 2
1654486027 29 26 3 0 0 0 2 2
1654486686 30 26 3 0 0 0 2 2
1654486773 31 26 3 0 0 0 2 2
1654486813 32 26 3 0 0 0 2 2
1655271766 32 26 3 1 0 0 2 2
1655704754 32 26 3 2 0 0 2 2
1659513439 33 26 3 2 0 0 2 2
1659513442 34 26 3 2 0 0 2 2
1660120959 35 26 3 2 0 0 2 2
1660120987 36 26 3 2 0 0 2 2
1660126639 37 26 3 2 0 0 2 2
1661766824 38 26 3 2 0 0 2 2
1661839793 39 26 3 2 0 0 2 2
1661840388 40 26 3 2 0 0 2 2
1661847928 41 26 3 2 0 0 2 2
1661909331 41 26 3 3 0 0 2 2
1661909337 41 26 3 4 0 0 2 2
1661997277 41 26 4 4 0 0 2 2
1661997283 41 26 5 4 0 0 2 2
1664335438 42 26 5 4 0 0 2 2
1664335442 43 26 5 4 0 0 2 2
1666571157 44 26 5 4 0 0 2 2
1666604338 45 26 5 4 0 0 2 2
1666683798 46 26 5 4 0 0 2 2
1668586615 46 26 5 5 0 0 2 2
1668649732 46 26 5 6 0 0 2 2
1669797653 46 26 6 6 0 0 2 2
1669797658 46 26 7 6 0 0 2 2
1672888928 46 26 7 7 0 0 2 2
1672888939 46 26 7 8 0 0 2 2
1673335904 46 26 8 8 0 0 2 2
1673335908 46 26 9 8 0 0 2 2
1673420263 46 26 10 8 0 0 2 2
1675321279 46 26 10 9 0 0 2 2
1675321285 46 26 10 10 0 0 2 2
1675675686 46 26 11 10 0 0 2 2
1675675696 46 26 12 10 0 0 2 2
1675748945 46 26 12 11 0 0 2 2
1675748948 46 26 12 12 0 0 2 2
1675912533 46 26 13 12 0 0 2 2
1675912538 46 26 14 12 0 0 2 2
1676256878 46 26 15 12 0 0 2 2
1676263025 46 26 15 12 1 0 2 2
1676269417 46 26 15 12 2 0 2 2
1680247087 46 26 16 12 2 0 2 2
1680247228 46 26 17 12 2 0 2 2
1680247435 46 26 18 12 2 0 2 2
1681711684 46 26 19 12 2 0 2 2
1683626510 46 26 19 13 2 0 2 2
1683626574 46 26 19 14 2 0 2 2
1683639434 46 26 19 15 2 0 2 2
1683691387 46 26 19 15 2 1 2 2
1683691423 46 26 19 15 2 2 2 2
